0.100	-0.303413  -0.0808061  -0.184268  0.0439917  -0.0460612  -0.00676469  0.00185728  -0.0682287  0.0571816  0.0521302  -0.00382108  -0.00357203  0.00370731  0.0157029  0.0589539  -0.0511448
0.200	-0.368187  -0.0658106  -0.288955  -0.099758  -0.494106  -0.0152807  -0.0045792  -0.00527516  -0.159377  -0.124302  -0.00926472  -0.00787036  -0.0183321  -0.0371398  -0.196275  -0.119941
0.500	-0.386068  -0.247508  -0.344544  -0.0330915  -0.22177  -0.00780355  -0.00519842  -0.068996  0.0209038  0.0153824  -0.0017952  -0.00199414  0.000318754  0.00476924  0.0268876  -0.0160008
1	-0.342098  -0.299689  -0.360553  -0.0510369  -0.189303  -0.0105712  -0.00649843  -0.0457176  0.0190034  0.013727  -0.00146627  -0.00250669  -0.000921993  0.0045226  0.0238511  -0.0142679
5	-0.132202  -0.351561  -0.286931  -0.183898  -0.187734  -0.0168958  -0.00166301  -0.0583192  0.0392156  0.0302654  -0.00246922  -0.00353076  0.00360152  0.00559209  0.0359072  -0.0300854
10	-0.150839  -0.458088  -0.356764  -0.123969  -0.246518  -0.0243788  -0.00270977  -0.0215831  0.044002  0.0347436  -0.00302116  -0.00423829  0.00263312  0.00555857  0.0386338  -0.0345697
50	-0.106852  -0.437401  -0.260294  -0.182108  -0.178891  -0.0224923  -0.00189016  -0.0280687  0.0166776  0.0136436  -0.00168924  -0.0027713  -0.0008213  -0.00256145  0.00158462  -0.0139269
100	-0.124009  -0.405164  -0.2699  -0.170177  -0.345786  -0.0225134  -0.000271501  -0.053959  0.0409075  0.0321883  -0.00257811  -0.00366151  0.00236029  0.00232071  0.0274632  -0.0315981	                                                                                                                                                                                                                    
