0.2	1889.55
0.3	985.188
0.4	614.61
0.5	465.257
0.6	384.124
0.8	313.447
1	291.082
4	279.812
5	291.443
8	335.589
10	376.388
40	842.742
50	964.276
80	989.991
100	1590.74
