0.2	32.5111
0.3	32.3317
0.4	30.1191
0.5	26.9415
0.6	34.2699
0.8	35.5442
1	32.1035
4	60.0259
5	81.549
8	102.518
10	142.087
40	603.396
50	761.212
80	1418.39
100	1822.4
