0.2	19.107
0.3	19.641
0.4	18.5844
0.5	16.723
0.6	21.7802
0.8	23.0048
1	21.7613
4	45.8424
5	66.1143
8	84.6952
10	121.424
40	580.599
50	758.733
80	1401.54
100	1795.12
