0.100	-0.211513  -0.0465024  -0.113972  -0.00348942  -0.0503414  -0.000947364  -0.000975031  -0.00549305  0.045117  0.00488231  0.00473985  -0.000132869  0.02593  -0.000251645  0.00801786  0.0266098
0.200	-0.282138  -0.120552  -0.210159  -0.0100155  -0.0961275  -0.00209344  -0.00276783  -0.0265878  0.0433956  0.00438133  0.00445106  -0.000473391  0.0239623  -0.000203023  0.00757392  0.0258322
0.500	-0.279669  -0.221819  -0.301047  -0.0265482  -0.158361  -0.0039314  -0.00596973  -0.0604597  0.0425539  0.00417939  0.00413595  -0.00115784  0.0219705  -0.000128076  0.00751441  0.0257512
1	-0.250315  -0.295566  -0.323084  -0.0299573  -0.198282  -0.00587798  -0.00701217  -0.0723652  0.0388762  0.00297443  0.00513335  -0.00171315  0.0210041  0.00112895  0.00780227  0.0282786
5	-0.0611453  -0.422852  -0.257541  -0.167427  -0.241956  -0.0249575  -0.00448598  -0.0160479  -0.0626157  -0.00361542  -0.00577964  -0.00387556  -0.00333306  -0.00887339  -0.0286958  -0.0139225
10	-0.13739  -0.454922  -0.306811  -0.118476  -0.262817  -0.021333  -0.00641243  -0.0440137  -0.0536082  -0.00397227  -0.00482798  -0.00332407  -0.0128602  -0.0059221  -0.0281428  -0.0312833
50	-0.0611453  -0.422852  -0.257541  -0.167427  -0.241956  -0.0249575  -0.00448598  -0.0160479  -0.0626157  -0.00361542  -0.00577964  -0.00387556  -0.00333306  -0.00887339  -0.0286958  -0.0139225
100	-0.0728937  -0.401961  -0.214337  -0.165695  -0.214947  -0.0273406  -0.00351829  -0.0068301  -0.0251782  0.000507211  -0.00185407  -0.00365392  0.0243137  -0.00912767  -0.0279724  0.0235614
