0.100 -0.248753  -0.0428687  -0.092356  -0.000390083  -0.0412011  0.00038316  -0.00699822  -0.0634718
0.200 -0.401696  -0.116767  -0.192286  -0.00190395  -0.0945977  -0.00594513  -0.0265852  -0.263005
0.500 -0.435232  -0.227204  -0.318344  -0.00543557  -0.190707  -0.0138389  -0.0380069  -0.584064
1     -0.436235  -0.352162  -0.389928  -0.00722873  -0.280187  -0.0257499  -0.0416975  -0.583435
5     -0.30027  -0.57122  -0.447218  -0.019838  -0.387406  -0.0731193  -0.0173179  -0.290014
10    -0.234117  -0.629647  -0.431703  -0.0225687  -0.403366  -0.105126  -0.0172801  -0.172451
50    -0.13289  -0.580972  -0.332427  -0.0318814  -0.394084  -0.140047  -0.00512837  -0.0495916
100   -0.107078  -0.533476  -0.281835  -0.0327837  -0.33986  -0.151413  0.00442034  -0.0288112	
