0.100 -0.257455  -0.0716814  -0.105852  0.00284203  -0.0402867  -0.00607041  -0.00835486
0.500 -0.453386  -0.371256  -0.379983  -0.00529045  -0.203067  -0.0148517  -0.0392604
1     -0.434324  -0.568156  -0.479274  -0.00898784  -0.283864  -0.0251838  -0.0395853
10    -0.230214  -0.393569  -0.26726  -0.0238035  -0.398879  -0.102154  -0.016715
100   -0.109145  -0.104825  -0.057428  -0.0314451  -0.337402  -0.154687  -0.00206275
