0.2	276.969
0.3	150.197
0.4	125.875
0.5	117.027
0.6	112.775
0.8	111.214
1	115.049
4	159.758
5	179.905
8	236.504
10	267.727
40	676.687
50	799.242
80	1192.75
100	1443.98
