0.2	162.287
0.3	166.579
0.4	151.81
0.5	130.021
0.6	164.371
0.8	163.303
1	150.25
4	305.505
5	412.924
8	509.766
10	703.189
40	1591.47
50	2061.75
80	3925.25
100	8456.41
