0.2	774.845
0.3	417.71
0.4	322.59
0.5	269.717
0.6	237.302
0.8	233.999
1	221.134
4	166.502
5	270.457
8	171.371
10	417.223
40	952.489
50	1159.56
80	718.205
100	855.06
