0.2	1318.45
0.3	550.044
0.4	387.024
0.5	322.909
0.6	288.578
0.8	259.647
1	249.42
4	273.274
5	286.334                                                                           
8	367.878
10	412.761
40	938.188
50	1088.44
80	1555.61
100	1852.4
