0.2	21.9859
0.3	9.25371
0.4	6.67163
0.5	5.33499
0.6	4.51959
0.8	4.30979
1	4.03025
4	2.99954
5	4.68419
8	3.18133
10	6.85894
40	18.2719
50	19.3854
80	32.8862
100	36.6821
