0.2	65.8463
0.3	51.7146
0.4	50.2484
0.5	49.8757
0.6	49.723
0.8	50.5283
1	51.2708
4	96.8362
5	108.759
8	145.134
10	168.921
40	578.019
50	737.484
80	1306.19
100	1725.15
