0.100 -0.256186  -0.044712  -0.0834817  -0.00109888  -0.0443287  -0.00304943  0.0232807	
0.500 -0.447702  -0.230076  -0.299431  -0.00537871  -0.203994  -0.0124173  -0.0434618 
1     -0.433515  -0.363493  -0.404615  -0.00789784  -0.277312  -0.0275177  -0.0358052
10    -0.230188  -0.645968  -0.431141  -0.0230843  -0.395646  -0.105006  -0.0139457
100   -0.115812  -0.489803  -0.234  -0.0409209  -0.334667  -0.147897  -0.00205446
