0.2 -0.279023  -0.103705  -0.15968  -0.00672338  -0.0721429  -0.00334268  -0.0048603  -0.0266777  -0.00126112  0.000453293  -0.00329435  0.000474938  -0.000963607  -4.639e-05  0.000248968
0.5 -0.396141  -0.217227  -0.284859  -0.00957063  -0.154082  -0.0552398  0.00553313  -0.0858812  -0.00311878  0.00527089  0.00575619  0.0074075  0.0128309  -0.00114503  0.000803867
1 -0.39359  -0.304073  -0.345094  -0.0434851  -0.18231  -0.00299885  -0.00806503  -0.075866  -0.0043653  -0.00121505  -0.000500182  -0.00351391  -0.00664445  0.000388486  -0.000606415
5 -0.269832  -0.440437  -0.361333  -0.10808  -0.23963  0.00330453  -0.0213004  -0.0493639  -0.00224394  -0.00357757  -0.00677553  -0.0116777  0.025337  -0.00655682  -0.0275364
10 -0.230168  -0.446314  -0.347112  -0.100547  -0.240307  -0.0296696  0.0249351  -0.0464063  -0.00400996  0.000701818  0.00710642  0.0132879  -0.0436352  -0.00278476  -0.0197636
50 -0.128313  -0.384427  -0.269735  -0.153089  -0.23029  -0.0240869  0.0170287  -0.0125716  -0.00185114  0.000836203  0.00476888  0.00295386  -0.0266614  -0.00634466  -0.0278079
100 -0.107799  -0.391538  -0.238478  -0.162535  -0.198984  -0.083285  0.0102011  -0.0131917  -0.00483916  0.00830398  0.00939233  0.00844417  0.018497  -0.00751802  -0.0212332
