0.2 -0.338257  -0.143778  -0.211146  -0.00701718  -0.0836254  -0.0221219  0.00979438  -0.0344523  -0.00396983  -0.00136907  0.00460334  0.00360487  -0.01325  -0.000156955  0.00456336
0.5 -0.374119  -0.173593  -0.271931  -0.0197489  -0.144484  0.0171616  -0.0206541  -0.0580984  -0.00206951  -0.00186709  -0.00329525  -0.0126411  0.0233483  -0.00147146  -0.0070789
1   -0.405707  -0.225682  -0.283364  -0.0175725  -0.195139  -0.0566072  0.00966911  -0.0518176  -0.00443087  0.0057811  0.00691841  0.00990141  0.0203486  0.00317453  0.0140785
5 -0.353349  -0.373407  -0.361241  -0.0655938  -0.215688  -0.0509134  -0.000612519  -0.0719093  -0.00634144  0.00643055  0.00887827  0.0115288  0.0210786  -0.00146472  0.00441049
10 -0.294644  -0.437306  -0.384031  -0.0991215  -0.241838  -0.0274812  -0.00753284  -0.047284  -0.00387464  -0.000309252  4.71924e-05  -0.00132323  -0.00596128  -0.00389562  -0.00989917
50 -0.168469  -0.471456  -0.322613  -0.146993  -0.244534  -0.0206019  -0.0096166  -0.0190282  -0.00298489  -0.00410674  0.000359924  -0.00650097  0.00107052  -0.0100706  -0.0302476
100 -0.124004  -0.418148  -0.282361  -0.13661  -0.22884  -0.0298266  0.0340027  -0.0270817  -0.00114329  0.00192474  0.0107036  0.00848383  -0.0415611  -0.0057377  -0.0311578
