0.100 -0.254614  -0.0445264  -0.10943  -0.000734923  -0.0499967  -0.0018638  -0.00341086
0.500 -0.44077  -0.234737  -0.31676  -0.00524618  -0.19747  -0.0140501  -0.04007
1     -0.431917  -0.355986  -0.402178  -0.00900265  -0.279752  -0.0302571  -0.0469757
10    -0.23183  -0.629504  -0.415414  -0.0235613  -0.401501  -0.102852  -0.0157036
100   -0.104273  -0.530201  -0.279444  -0.033894  -0.341848  -0.141603  -0.00191223
