-0.000365544  -38.7699  -0.0785313  -0.0304743  -0.0200399  -0.235959  -0.171249  -0.00328872  -3.48404e-05  -0.00360405  -0.00519869  0.000210581  0.000541954  -1.04073  -0.00441584  3.5387e-05  -0.458956  -0.0522669  -0.00317745  -0.00314988  
-38.7699  -5.62441e+07  -25681.5  -16966.6  -45562.8  -40565.9  -68277.4  -3638.27  -261.755  -5210  -1123.93  -48.5854  -151.397  -24485.9  -2882.09  -3.6487  -58827.4  -1506.13  -1658.08  -1254.81  
-0.0785313  -25681.5  -55.8535  -24.6576  -52.9554  -139.414  -167.233  -5.16477  -0.0166462  -16.3693  -1.45954  0.0914335  0.282616  -164.794  2.27554  0.0170043  -330.223  -15.4048  -9.63182  -17.3361  
-0.0304743  -16966.6  -24.6576  -15.8117  -46.1052  -42.9005  -64.9775  -3.91735  -0.0138156  -2.48729  -0.732829  0.00211093  0.00660851  -41.1968  -1.97671  0.000252549  -138.331  -4.2936  -5.50813  -3.08676  
-0.0200399  -45562.8  -52.9554  -46.1052  -10371.4  -20.1581  -5.21168  0.257223  0.00493107  -948.832  0.15344  -0.0562188  -0.159138  2.68926  -439.46  -0.0114248  101.39  2.11075  -172.034  1.76112  
-0.235959  -40565.9  -139.414  -42.9005  -20.1581  -963.144  -26.6302  1.05992  -0.0239357  -1.38832  -0.184834  0.0257948  0.0926351  -315.851  0.115624  0.00474525  -724.796  -47.6872  -8.24651  -174.997  
-0.171249  -68277.4  -167.233  -64.9775  -5.21168  -26.6302  -14061.5  -194.412  0.0133152  -0.399426  -0.0600849  0.107521  0.282086  10.4726  -1.64274  0.0171012  -162.963  -3.2232  -0.844103  -3.44507  
-0.00328872  -3638.27  -5.16477  -3.91735  0.257223  1.05992  -194.412  -293.143  -0.00384647  0.0909623  -0.0581709  0.0415082  0.120065  -3.56477  -0.749907  0.00704072  -70.5801  -1.23072  -0.129604  -1.41168  
-3.48404e-05  -261.755  -0.0166462  -0.0138156  0.00493107  -0.0239357  0.0133152  -0.00384647  -0.254066  0.000460078  -4.72313e-05  4.72428e-05  0.000123579  0.0116697  -0.0028046  1.75406e-05  -0.0684797  -0.00197965  -0.000791341  0.000348599  
-0.00360405  -5210  -16.3693  -2.48729  -948.832  -1.38832  -0.399426  0.0909623  0.000460078  -608.623  -0.0241929  0.0344906  0.0957532  -1.0599  -0.565303  0.00573619  -54.1992  -0.984622  -0.0827018  -1.06275  
-0.00519869  -1123.93  -1.45954  -0.732829  0.15344  -0.184834  -0.0600849  -0.0581709  -4.72313e-05  -0.0241929  -12.3109  0.00409957  0.0111418  -0.467285  -0.0389908  0.00060467  -6.57943  -0.109058  0.00388601  -0.14617  
0.000210581  -48.5854  0.0914335  0.00211093  -0.0562188  0.0257948  0.107521  0.0415082  4.72428e-05  0.0344906  0.00409957  -0.0296962  0.000411928  -0.0295507  -0.00261908  2.65068e-05  -0.243856  -0.00487557  -0.000667057  -0.0054804  
0.000541954  -151.397  0.282616  0.00660851  -0.159138  0.0926351  0.282086  0.120065  0.000123579  0.0957532  0.0111418  0.000411928  -0.414689  0.00241929  0.000966672  -1.482e-05  0.134352  0.00262734  0.00103011  0.00253409  
-1.04073  -24485.9  -164.794  -41.1968  2.68926  -315.851  10.4726  -3.56477  0.0116697  -1.0599  -0.467285  -0.0295507  0.00241929  -8715.74  -1.49007  0.00838347  -89.4305  -14.6151  -0.234715  -1.72627  
-0.00441584  -2882.09  2.27554  -1.97671  -439.46  0.115624  -1.64274  -0.749907  -0.0028046  -0.565303  -0.0389908  -0.00261908  0.000966672  -1.49007  -214.82  0.00320207  -28.9009  -0.562267  -0.0709627  -0.614285  
3.5387e-05  -3.6487  0.0170043  0.000252549  -0.0114248  0.00474525  0.0171012  0.00704072  1.75406e-05  0.00573619  0.00060467  2.65068e-05  -1.482e-05  0.00838347  0.00320207  -0.000647744  -0.123676  -0.00226058  -0.000281678  -0.0025511  
-0.458956  -58827.4  -330.223  -138.331  101.39  -724.796  -162.963  -70.5801  -0.0684797  -54.1992  -6.57943  -0.243856  0.134352  -89.4305  -28.9009  -0.123676  -50108.5  -6.20042  -0.587149  -38.1245  
-0.0522669  -1506.13  -15.4048  -4.2936  2.11075  -47.6872  -3.2232  -1.23072  -0.00197965  -0.984622  -0.109058  -0.00487557  0.00262734  -14.6151  -0.562267  -0.00226058  -6.20042  -255.223  -0.101362  -1.29972  
-0.00317745  -1658.08  -9.63182  -5.50813  -172.034  -8.24651  -0.844103  -0.129604  -0.000791341  -0.0827018  0.00388601  -0.000667057  0.00103011  -0.234715  -0.0709627  -0.000281678  -0.587149  -0.101362  -259.896  -1.03757  
-0.00314988  -1254.81  -17.3361  -3.08676  1.76112  -174.997  -3.44507  -1.41168  0.000348599  -1.06275  -0.14617  -0.0054804  0.00253409  -1.72627  -0.614285  -0.0025511  -38.1245  -1.29972  -1.03757  -191.688  
