10000.00            2.64344E-14
12022.64            1.77631E-14
14454.40            1.19098E-14
17378.01            7.9538E-15
20892.96            5.31265E-15
25118.86            3.56E-15
30199.52            2.35881E-15
36307.81            1.56887E-15
43651.58            1.03853E-15
52480.75            6.8322E-16
63095.73            4.52535E-16
75857.76            2.96937E-16
91201.08            1.95193E-16
109647.82            1.28944E-16
131825.67            8.47556E-17
158489.32            5.54294E-17
190546.07            3.64901E-17
229086.77            2.3904E-17
275422.87            1.55148E-17
331131.12            1.00743E-17
398107.17            6.56623E-18
478630.09            4.25685E-18
575439.94            1E-300
691830.97            1E-300
831763.77            1E-300
1000000.00             1E-300
1202264.43             1E-300
1445439.77             1E-300
1737800.83             1E-300
2089296.13             1E-300
2511886.43             1E-300
3019951.72             1E-300
3630780.55             1E-300
4365158.32             1E-300
5248074.60             1E-300
6309573.44             1E-300
7585775.75             1E-300
9120108.39             1E-300
10964781.96            1E-300
13182567.39            1E-300
15848931.92            1E-300
19054607.18            1E-300
22908676.53            1E-300
27542287.03            1E-300
33113112.15            1E-300
39810717.06            1E-300
47863009.23            1E-300
57543993.73            1E-300
69183097.09            1E-300
83176377.11            1E-300
