10000       6.5E-14
12022.64435       3.95288E-14
14454.39771       2.40388E-14
17378.00829       1.46189E-14
20892.96131       8.89024E-15
25118.86432       5.40646E-15
30199.5172       3.28786E-15
36307.80548       1.99946E-15
43651.58322       1.21594E-15
52480.74603       7.39458E-16
63095.73445       4.4969E-16
75857.7575       2.73472E-16
91201.08394       1.66308E-16
109647.8196       1.01138E-16
131825.6739       6.15054E-17
158489.3192       3.74036E-17
190546.0718       2.27464E-17
229086.7653       1.38329E-17
275422.8703       8.41227E-18
331131.1215       5.1158E-18
398107.1706       3.1111E-18
478630.0923       1.89197E-18
575439.9373       1.15057E-18
691830.9709       6.99702E-19
831763.7711       4.25514E-19
1000000       2.5877E-19
1202264.435       1.57367E-19
1445439.771       9.57003E-20
1737800.829       5.81987E-20
2089296.131       3.53927E-20
2511886.432       2.15235E-20
3019951.72       1.30892E-20
3630780.548       7.96001E-21
4365158.322       4.84076E-21
5248074.603       2.94383E-21
6309573.445       1.79025E-21
7585775.75       1.08871E-21
9120108.394       6.62084E-22
10964781.96       4.02637E-22
13182567.39       2.44857E-22
15848931.92       1.48906E-22
19054607.18       9.05552E-23
22908676.53       5.50698E-23
27542287.03       3.34899E-23
33113112.15       2.03664E-23
39810717.06       1.23855E-23
47863009.23       7.53205E-24
57543993.73       4.5805E-24
69183097.09       2.78557E-24
83176377.11       1.694E-24
