      10000.0  6.61122e-15
      12589.3  4.03332e-15
      15848.9  2.46062e-15
      19952.6  1.50115e-15
      25118.9  9.15812e-16
      31622.8  5.58711e-16
      39810.7  3.40854e-16
      50118.7  2.07946e-16
      63095.7  1.26862e-16
      79432.8  7.73948e-17
      100000.  4.72164e-17
      125893.  2.88054e-17
      158489.  1.75734e-17
      199526.  1.07210e-17
      251189.  6.54060e-18
      316228.  3.99024e-18
      398107.  2.43433e-18
      501187.  1.48512e-18
      630957.  9.06028e-19
      794328.  5.52743e-19
  1.00000e+06  3.37213e-19
  1.25893e+06  2.05724e-19
  1.58489e+06  1.25507e-19
  1.99526e+06  7.65681e-20

