      10000.0  6.22944e-14
      12589.3  3.54138e-14
      15848.9  2.01324e-14
      19952.6  1.14451e-14
      25118.9  6.50643e-15
      31622.8  3.69884e-15
      39810.7  2.10276e-15
      50118.7  1.19540e-15
      63095.7  6.79573e-16
      79432.8  3.86331e-16
      100000.  2.19626e-16
      125893.  1.24855e-16
      158489.  7.09790e-17
      199526.  4.03509e-17
      251189.  2.29391e-17
      316228.  1.30407e-17
      398107.  7.41350e-18
      501187.  4.21451e-18
      630957.  2.39591e-18
      794328.  1.36205e-18
  1.00000e+06  7.74314e-19
  1.25893e+06  4.40190e-19
  1.58489e+06  2.50244e-19
  1.99526e+06  1.42262e-19
  2.51189e+06  8.08743e-20
  3.16228e+06  4.59763e-20
  3.98107e+06  2.61371e-20
  5.01187e+06  1.48587e-20
  6.30957e+06  8.44704e-21
  7.94328e+06  4.80206e-21
  1.00000e+07  2.72993e-21
  1.25893e+07  1.55194e-21
  1.58489e+07  8.82263e-22
  1.99526e+07  5.01558e-22
  2.51189e+07  2.85131e-22
  3.16228e+07  1.62094e-22
  3.98107e+07  9.21492e-23
  5.01187e+07  5.23860e-23
  6.30957e+07  2.97810e-23
  7.94328e+07  1.69302e-23
  1.00000e+08  9.62466e-24
