      10000.0  1.16608e-14
      12589.3  4.74574e-15
      15848.9  1.93142e-15
      19952.6  7.86051e-16
      25118.9  3.19908e-16
      31622.8  1.30196e-16
      39810.7  5.29873e-17
      50118.7  2.15648e-17
      63095.7  8.77646e-18
      79432.8  3.57185e-18
      100000.  1.45367e-18
      125893.  5.91617e-19
      158489.  2.40777e-19
      199526.  9.79914e-20
      251189.  3.98806e-20
      316228.  1.62307e-20
      398107.  6.60556e-21
      501187.  2.68833e-21
      630957.  1.09410e-21
      794328.  4.45278e-22
  1.00000e+06  1.81219e-22
  1.25893e+06  7.37527e-23
  1.58489e+06  3.00159e-23
  1.99526e+06  1.22159e-23
  2.51189e+06  4.97163e-24
  3.16228e+06  2.02336e-24
  3.98107e+06  8.23468e-25
  5.01187e+06  3.35136e-25
  6.30957e+06  1.36394e-25
  7.94328e+06  5.55096e-26
  1.00000e+07  2.25913e-26
  1.25893e+07  9.19423e-27
  1.58489e+07  3.74188e-27
  1.99526e+07  1.52287e-27
  2.51189e+07  6.19779e-28
  3.16228e+07  2.52238e-28
  3.98107e+07  1.02656e-28
  5.01187e+07  4.17790e-29
  6.30957e+07  1.70033e-29
  7.94328e+07  6.91999e-30
  1.00000e+08  2.81630e-30
