1.000000000000000000e+04 6.611219830659857105e-15
1.266380173467403438e+04 3.982535751821954921e-15
1.603718743751330112e+04 2.399041541231285407e-15
2.030917620904735668e+04 1.445135419464639237e-15
2.571913809059344567e+04 8.702510134656571630e-16
3.257020655659782642e+04 5.233291002399900554e-16
4.124626382901352190e+04 3.136654057891176951e-16
5.223345074266843585e+04 1.870020715046929664e-16
6.614740641230148321e+04 1.107243147418846770e-16
8.376776400682915119e+04 6.498303061969857807e-17
1.060818355139448249e+05 3.756962650398433705e-17
1.343399332598900073e+05 2.110925040637517064e-17
1.701254279852589243e+05 1.131180679552244145e-17
2.154434690031883365e+05 5.662229028733375914e-18
2.728333376486767665e+05 2.593544239212592587e-18
3.455107294592218241e+05 1.071491903708296512e-18
4.375479375074184500e+05 3.980704949887027725e-19
5.541020330009491881e+05 1.355718178112240258e-19
7.017038286703826161e+05 4.430362534209628743e-20
8.886238162743402645e+05 1.470574373884861213e-20
1.125335582600764465e+06 5.219662278362110652e-21
1.425102670302997809e+06 2.032587829915416843e-21
1.804721766827170271e+06 8.374500392323374866e-22
2.285463864134990610e+06 3.304168601878609145e-22
2.894266124716751743e+06 1.151806720381594175e-22
3.665241237079625949e+06 3.409413556973356408e-23
4.641588833612777293e+06 8.165523596823312159e-24
5.878016072274912149e+06 1.345150809886541417e-24
7.443803013251688331e+06 1.012491287704856761e-25
9.426684551178853959e+06 1.222864303533151193e-27
1.193776641714435816e+07 2.464706568987775279e-31
1.511775070615661517e+07 1.659112623638917255e-38
1.914481976169957593e+07 1.275600623993758429e-51
2.424462017082328349e+07 1.144364865860241299e-73
3.070290629757849872e+07 2.011070886863698127e-107
3.888155180308085680e+07 6.699662489926468388e-154
4.923882631706736237e+07 1.022537719467794072e-210
6.235507341273912042e+07 9.004479792431070056e-272
7.896522868499724567e+07 1.000000000000000000e-300
1.000000000000000000e+08 1.000000000000000000e-300
