      10000.0  2.09842e-14
      12589.3  1.32837e-14
      15848.9  8.40904e-15
      19952.6  5.32321e-15
      25118.9  3.36978e-15
      31622.8  2.13318e-15
      39810.7  1.35038e-15
      50118.7  8.54837e-16
      63095.7  5.41141e-16
      79432.8  3.42561e-16
      100000.  2.16853e-16
      125893.  1.37275e-16
      158489.  8.69000e-17
      199526.  5.50107e-17
      251189.  3.48237e-17
      316228.  2.20446e-17
      398107.  1.39550e-17
      501187.  8.83398e-18
      630957.  5.59221e-18
      794328.  3.54006e-18
  1.00000e+06  2.24098e-18
  1.25893e+06  1.41862e-18
  1.58489e+06  8.98034e-19
  1.99526e+06  5.68487e-19
  2.51189e+06  3.59872e-19
  3.16228e+06  2.27811e-19
  3.98107e+06  1.44212e-19
  5.01187e+06  9.12913e-20
  6.30957e+06  5.77906e-20
  7.94328e+06  3.65834e-20
  1.00000e+07  2.31586e-20
  1.25893e+07  1.46602e-20
  1.58489e+07  9.28039e-21
  1.99526e+07  5.87481e-21
  2.51189e+07  3.71895e-21
  3.16228e+07  2.35423e-21
  3.98107e+07  1.49031e-21
  5.01187e+07  9.43415e-22
  6.30957e+07  5.97215e-22
  7.94328e+07  3.78057e-22
  1.00000e+08  2.39323e-22
