      10000.0  5.54162e-15
      12589.3  3.92073e-15
      15848.9  2.77395e-15
      19952.6  1.96259e-15
      25118.9  1.38854e-15
      31622.8  9.82403e-16
      39810.7  6.95057e-16
      50118.7  4.91757e-16
      63095.7  3.47922e-16
      79432.8  2.46157e-16
      100000.  1.74158e-16
      125893.  1.23218e-16
      158489.  8.71774e-17
      199526.  6.16786e-17
      251189.  4.36380e-17
      316228.  3.08742e-17
      398107.  2.18437e-17
      501187.  1.54546e-17
      630957.  1.09342e-17
      794328.  7.73603e-18
  1.00000e+06  1.30000e-18
  1.25893e+06  6.82249e-19
  1.58489e+06  3.58050e-19
  1.99526e+06  1.87907e-19
  2.51189e+06  9.86150e-20
  3.16228e+06  5.17539e-20
  3.98107e+06  2.71608e-20
  5.01187e+06  1.42542e-20
  6.30957e+06  7.48072e-21
  7.94328e+06  3.92593e-21
  1.00000e+07  2.06036e-21
  1.25893e+07  1.08129e-21
  1.58489e+07  5.67471e-22
  1.99526e+07  2.97813e-22
  2.51189e+07  1.56294e-22
  3.16228e+07  8.20245e-23
  3.98107e+07  4.30470e-23
  5.01187e+07  2.25914e-23
  6.30957e+07  1.18561e-23
  7.94328e+07  6.22219e-24
  1.00000e+08  3.26545e-24
