1.000000000000000000e+04 1.906433903077676239e-14
1.266380173467403438e+04 1.007108666446800713e-14
1.603718743751330112e+04 5.303833083031682665e-15
2.030917620904735668e+04 2.767657965999068733e-15
2.571913809059344567e+04 1.419996815322111808e-15
3.257020655659782642e+04 7.117980852036723479e-16
4.124626382901352190e+04 3.468008139588241392e-16
5.223345074266843585e+04 1.626311431117775900e-16
6.614740641230148321e+04 7.154207164485654520e-17
8.376776400682915119e+04 2.818015543074428321e-17
1.060818355139448249e+05 9.335549403767958880e-18
1.343399332598900073e+05 2.420170562169138581e-18
1.701254279852589243e+05 4.570962682399433963e-19
2.154434690031883365e+05 5.947746071920706199e-20
2.728333376486767665e+05 5.246168316846483674e-21
3.455107294592218241e+05 3.340350953225083211e-22
4.375479375074184500e+05 1.773539983523865332e-23
5.541020330009491881e+05 9.420454609176050081e-25
7.017038286703826161e+05 5.814254536753963678e-26
8.886238162743402645e+05 4.108960629940772906e-27
1.125335582600764465e+06 2.591083435197643442e-28
1.425102670302997809e+06 1.105589605050849782e-29
1.804721766827170271e+06 2.553677515498014552e-31
2.285463864134990610e+06 2.265903325230805730e-33
2.894266124716751743e+06 2.936922312449779347e-36
3.665241237079625949e+06 3.046614412606944312e-41
4.641588833612777293e+06 3.323360408180710503e-51
5.878016072274912149e+06 4.528758636874618111e-71
7.443803013251688331e+06 6.517020927831154294e-108
9.426684551178853959e+06 8.679813574270281788e-171
1.193776641714435816e+07 6.442446330864957798e-270
1.511775070615661517e+07 1.000000000000000000e-300
1.914481976169957593e+07 1.000000000000000000e-300
2.424462017082328349e+07 1.000000000000000000e-300
3.070290629757849872e+07 1.000000000000000000e-300
3.888155180308085680e+07 1.000000000000000000e-300
4.923882631706736237e+07 1.000000000000000000e-300
6.235507341273912042e+07 1.000000000000000000e-300
7.896522868499724567e+07 1.000000000000000000e-300
1.000000000000000000e+08 1.000000000000000000e-300
